Date,Store,Product,Category,Region,Season,Promo,Epidemic,Weather,Inventory,UnitsSold,UnitsOrdered,Price,Discount,CompPrice,Demand,InvGap,Stockout,Coverage
2022-12-02,S005,P0013,Groceries,North,Winter,0,0,Cloudy,373,200,554,92.47,5,84.09,171,202,0,2.181
2022-12-03,S005,P0013,Groceries,North,Winter,1,0,Snowy,173,70,0,61.82,10,57.29,61,112,0,2.836
2022-12-04,S005,P0013,Groceries,North,Winter,0,0,Cloudy,103,103,0,75.72,0,83.02,103,0,0,1.0
2022-12-05,S005,P0013,Groceries,North,Winter,0,0,Sunny,554,132,0,75.06,10,85.13,134,420,0,4.134
2022-12-06,S005,P0013,Groceries,North,Winter,0,0,Sunny,422,89,0,71.78,10,67.34,103,319,0,4.097
2022-12-07,S005,P0013,Groceries,North,Winter,0,0,Snowy,333,144,584,86.15,10,74.41,165,168,0,2.018
2022-12-08,S005,P0013,Groceries,North,Winter,0,0,Sunny,189,26,0,56.0,10,53.6,36,153,0,5.0
2022-12-09,S005,P0013,Groceries,North,Winter,1,0,Sunny,163,163,0,92.18,15,88.61,214,-51,1,0.762
2022-12-10,S005,P0013,Groceries,North,Winter,1,0,Sunny,584,195,0,72.75,25,70.36,170,414,0,3.435
2022-12-11,S005,P0013,Groceries,North,Winter,0,0,Snowy,389,106,0,73.46,5,64.72,94,295,0,4.138
2022-12-12,S005,P0013,Groceries,North,Winter,0,0,Snowy,283,95,299,73.48,0,80.97,94,189,0,3.011
2022-12-13,S005,P0013,Groceries,North,Winter,0,0,Snowy,188,142,0,86.7,0,80.05,130,58,0,1.446
2022-12-14,S005,P0013,Groceries,North,Winter,0,0,Sunny,46,46,410,85.84,5,75.89,144,-98,1,0.319
2022-12-15,S005,P0013,Groceries,North,Winter,0,0,Snowy,299,105,0,81.91,0,95.34,128,171,0,2.336
2022-12-16,S005,P0013,Groceries,North,Winter,1,0,Cloudy,194,135,0,59.89,25,64.48,120,74,0,1.617
2022-12-17,S005,P0013,Groceries,North,Winter,0,0,Cloudy,469,73,0,74.97,5,89.23,116,353,0,4.043
2022-12-18,S005,P0013,Groceries,North,Winter,1,0,Sunny,396,200,918,94.86,25,94.59,284,112,0,1.394
2022-12-19,S005,P0013,Groceries,North,Winter,1,0,Snowy,196,76,0,61.87,25,59.66,114,82,0,1.719
2022-12-20,S005,P0013,Groceries,North,Winter,1,0,Snowy,120,91,0,67.56,15,58.8,102,18,0,1.176
2022-12-21,S005,P0013,Groceries,North,Winter,0,0,Cloudy,947,86,0,76.68,5,82.9,123,824,0,5.0
2022-12-22,S005,P0013,Groceries,North,Winter,0,0,Snowy,861,32,0,55.72,10,50.62,34,827,0,5.0
2022-12-23,S005,P0013,Groceries,North,Winter,0,0,Snowy,829,108,0,73.66,0,81.66,95,734,0,5.0
2022-12-24,S005,P0013,Groceries,North,Winter,1,0,Cloudy,721,96,0,80.2,10,74.18,139,582,0,5.0
2022-12-25,S005,P0013,Groceries,North,Winter,0,0,Snowy,625,126,0,80.9,0,97.28,124,501,0,5.0
2022-12-26,S005,P0013,Groceries,North,Winter,1,0,Sunny,499,76,0,61.34,20,70.23,107,392,0,4.664
2022-12-27,S005,P0013,Groceries,North,Winter,0,0,Snowy,423,77,0,63.62,10,62.03,68,355,0,5.0
2022-12-28,S005,P0013,Groceries,North,Winter,1,0,Sunny,346,178,493,87.88,10,82.59,172,174,0,2.012
2022-12-29,S005,P0013,Groceries,North,Winter,0,0,Sunny,168,105,0,70.72,10,79.41,115,53,0,1.461
2022-12-30,S005,P0013,Groceries,North,Winter,0,0,Sunny,63,63,0,64.23,10,69.0,85,-22,1,0.741
2022-12-31,S005,P0013,Groceries,North,Winter,0,0,Sunny,493,80,0,75.79,10,68.16,120,373,0,4.108
2023-01-01,S005,P0013,Groceries,North,Winter,1,0,Cloudy,413,145,813,89.5,20,87.97,227,186,0,1.819
2023-01-02,S005,P0013,Groceries,North,Winter,0,0,Sunny,268,128,0,72.29,10,81.67,122,146,0,2.197
2023-01-03,S005,P0013,Groceries,North,Winter,1,0,Cloudy,140,73,0,64.2,10,56.56,71,69,0,1.972
2023-01-04,S005,P0013,Groceries,North,Winter,0,0,Cloudy,880,71,0,74.04,5,71.26,96,784,0,5.0
2023-01-05,S005,P0013,Groceries,North,Winter,0,0,Cloudy,809,90,0,65.38,10,61.55,76,733,0,5.0
2023-01-06,S005,P0013,Groceries,North,Winter,0,0,Snowy,719,63,0,70.7,0,67.23,68,651,0,5.0
2023-01-07,S005,P0013,Groceries,North,Winter,1,0,Cloudy,656,95,0,73.36,15,80.96,146,510,0,4.493
2023-01-08,S005,P0013,Groceries,North,Winter,0,0,Cloudy,561,111,0,74.56,5,89.68,114,447,0,4.921
2023-01-09,S005,P0013,Groceries,North,Winter,1,0,Sunny,450,97,0,66.85,20,62.08,118,332,0,3.814
2023-01-10,S005,P0013,Groceries,North,Winter,0,0,Sunny,353,58,0,69.65,10,63.14,94,259,0,3.755
2023-01-11,S005,P0013,Groceries,North,Winter,0,0,Sunny,295,108,522,86.66,5,81.37,148,147,0,1.993
2023-01-12,S005,P0013,Groceries,North,Winter,1,0,Snowy,187,125,0,78.17,15,82.33,169,18,0,1.107
2023-01-13,S005,P0013,Groceries,North,Winter,0,0,Cloudy,62,62,0,69.01,5,68.25,76,-14,1,0.816
2023-01-14,S005,P0013,Groceries,North,Winter,0,0,Cloudy,522,92,0,91.04,0,86.07,147,375,0,3.551
2023-01-15,S005,P0013,Groceries,North,Winter,0,0,Snowy,430,109,413,82.42,0,97.5,130,300,0,3.308
2023-01-16,S005,P0013,Groceries,North,Winter,0,0,Cloudy,321,67,0,66.82,0,71.98,67,254,0,4.791
2023-01-17,S005,P0013,Groceries,North,Winter,0,0,Sunny,254,101,0,74.85,0,72.69,84,170,0,3.024
2023-01-18,S005,P0013,Groceries,North,Winter,1,0,Cloudy,566,109,0,62.12,25,69.64,132,434,0,4.288
2023-01-19,S005,P0013,Groceries,North,Winter,1,0,Sunny,457,127,0,71.38,15,65.38,120,337,0,3.808
2023-01-20,S005,P0013,Groceries,North,Winter,0,0,Cloudy,330,85,300,72.67,0,87.24,91,239,0,3.626
2023-01-21,S005,P0013,Groceries,North,Winter,0,0,Sunny,245,102,0,76.36,10,87.82,140,105,0,1.75
2023-01-22,S005,P0013,Groceries,North,Winter,1,0,Sunny,143,143,529,81.57,15,71.32,166,-23,1,0.861
2023-01-23,S005,P0013,Groceries,North,Winter,1,0,Snowy,300,17,0,51.47,10,58.04,28,272,0,5.0
2023-01-24,S005,P0013,Groceries,North,Winter,0,0,Snowy,283,62,0,70.68,0,62.71,68,215,0,4.162
2023-01-25,S005,P0013,Groceries,North,Winter,1,0,Sunny,750,44,0,50.0,25,60.15,66,684,0,5.0
2023-01-26,S005,P0013,Groceries,North,Winter,0,0,Sunny,706,115,0,80.95,0,74.36,108,598,0,5.0
2023-01-27,S005,P0013,Groceries,North,Winter,0,0,Snowy,591,47,0,60.14,5,63.74,53,538,0,5.0
2023-01-28,S005,P0013,Groceries,North,Winter,0,0,Sunny,544,78,0,76.66,0,92.51,107,437,0,5.0
2023-01-29,S005,P0013,Groceries,North,Winter,0,1,Cloudy,466,55,0,68.71,0,64.25,61,405,0,5.0
2023-01-30,S005,P0013,Groceries,North,Winter,0,1,Sunny,411,67,0,73.77,0,85.55,95,316,0,4.326
2023-01-31,S005,P0013,Groceries,North,Winter,0,1,Snowy,344,60,0,63.57,5,62.21,54,290,0,5.0
2023-02-01,S005,P0013,Groceries,North,Winter,0,1,Snowy,284,47,0,62.02,0,71.98,47,237,0,5.0
2023-02-02,S005,P0013,Groceries,North,Winter,1,1,Cloudy,237,175,499,84.23,10,80.35,157,80,0,1.51
2023-02-03,S005,P0013,Groceries,North,Winter,1,1,Cloudy,62,62,0,56.73,25,63.81,103,-41,1,0.602
2023-02-04,S005,P0013,Groceries,North,Winter,0,1,Cloudy,0,0,0,62.59,0,72.34,50,-50,1,0.0
2023-02-05,S005,P0013,Groceries,North,Winter,0,1,Sunny,499,53,0,60.34,10,67.34,68,431,0,5.0
2023-02-06,S005,P0013,Groceries,North,Winter,0,1,Sunny,446,76,0,71.45,0,78.26,86,360,0,5.0
2023-02-07,S005,P0013,Groceries,North,Winter,0,1,Cloudy,370,41,0,64.02,0,62.41,42,328,0,5.0
2023-02-08,S005,P0013,Groceries,North,Winter,0,1,Snowy,329,38,0,59.2,10,51.9,49,280,0,5.0
2023-02-09,S005,P0013,Groceries,North,Winter,1,1,Cloudy,291,82,0,60.82,10,70.51,70,221,0,4.157
2023-02-10,S005,P0013,Groceries,North,Winter,1,1,Sunny,209,150,380,62.48,25,75.62,134,75,0,1.56
2023-02-11,S005,P0013,Groceries,North,Winter,0,1,Sunny,59,59,0,71.12,5,63.31,84,-25,1,0.702
2023-02-12,S005,P0013,Groceries,North,Winter,1,1,Snowy,0,0,328,75.28,10,70.04,118,-118,1,0.0
2023-02-13,S005,P0013,Groceries,North,Winter,0,1,Sunny,380,118,0,76.13,5,71.77,105,275,0,3.619
2023-02-14,S005,P0013,Groceries,North,Winter,1,1,Cloudy,262,120,0,68.93,15,78.12,125,137,0,2.096
2023-02-15,S005,P0013,Groceries,North,Winter,0,1,Sunny,470,59,0,59.77,5,68.18,51,419,0,5.0
2023-02-16,S005,P0013,Groceries,North,Winter,0,1,Cloudy,411,83,0,67.68,10,79.23,101,310,0,4.069
2023-02-17,S005,P0013,Groceries,North,Winter,0,1,Snowy,328,45,0,69.6,0,62.77,64,264,0,5.0
2023-02-18,S005,P0013,Groceries,North,Winter,0,1,Sunny,283,40,0,53.38,10,61.55,36,247,0,5.0
2023-02-19,S005,P0013,Groceries,North,Winter,1,1,Snowy,243,65,313,60.3,20,66.63,102,141,0,2.382
2023-02-20,S005,P0013,Groceries,North,Winter,0,1,Sunny,178,71,0,64.66,10,71.71,87,91,0,2.046
2023-02-21,S005,P0013,Groceries,North,Winter,0,1,Sunny,107,62,0,65.03,10,78.17,89,18,0,1.202
2023-02-22,S005,P0013,Groceries,North,Winter,0,1,Sunny,358,79,319,85.33,0,77.77,125,233,0,2.864
2023-02-23,S005,P0013,Groceries,North,Winter,1,1,Snowy,279,82,0,61.24,15,53.78,74,205,0,3.77
2023-02-24,S005,P0013,Groceries,North,Winter,1,1,Sunny,197,77,0,64.23,20,76.67,122,75,0,1.615
2023-02-25,S005,P0013,Groceries,North,Winter,0,1,Cloudy,439,60,0,70.04,10,65.1,96,343,0,4.573
2023-02-26,S005,P0013,Groceries,North,Winter,0,1,Cloudy,379,43,0,61.66,5,69.43,59,320,0,5.0
2023-02-27,S005,P0013,Groceries,North,Winter,1,1,Sunny,336,144,399,79.3,15,73.38,156,180,0,2.154
2023-02-28,S005,P0013,Groceries,North,Winter,0,1,Snowy,192,73,0,70.71,0,75.19,83,109,0,2.313
2023-03-01,S005,P0013,Groceries,North,Spring,0,0,Rainy,119,54,0,71.79,5,69.45,87,32,0,1.368
2023-03-02,S005,P0013,Groceries,North,Spring,0,0,Sunny,464,151,602,87.37,5,93.65,169,295,0,2.746
2023-03-03,S005,P0013,Groceries,North,Spring,1,0,Sunny,313,144,0,81.23,20,85.98,208,105,0,1.505
2023-03-04,S005,P0013,Groceries,North,Spring,0,0,Cloudy,169,110,0,67.42,10,80.54,100,69,0,1.69
2023-03-05,S005,P0013,Groceries,North,Spring,0,0,Sunny,661,132,0,85.05,0,73.34,124,537,0,5.0
2023-03-06,S005,P0013,Groceries,North,Spring,0,0,Cloudy,529,71,0,70.57,0,81.7,82,447,0,5.0
2023-03-07,S005,P0013,Groceries,North,Spring,1,0,Sunny,458,204,469,86.95,15,74.23,190,268,0,2.411
2023-03-08,S005,P0013,Groceries,North,Spring,0,0,Cloudy,254,126,0,75.04,5,85.58,116,138,0,2.19
2023-03-09,S005,P0013,Groceries,North,Spring,0,0,Sunny,128,128,0,93.96,5,88.57,177,-49,1,0.723
2023-03-10,S005,P0013,Groceries,North,Spring,1,0,Cloudy,469,99,0,70.36,10,78.46,113,356,0,4.15
2023-03-11,S005,P0013,Groceries,North,Spring,1,0,Rainy,370,247,608,80.92,25,70.77,212,158,0,1.745
2023-03-12,S005,P0013,Groceries,North,Spring,0,0,Rainy,123,80,0,72.82,10,87.39,124,-1,1,0.992
2023-03-13,S005,P0013,Groceries,North,Spring,0,0,Rainy,43,43,0,71.24,10,75.32,117,-74,1,0.368
2023-03-14,S005,P0013,Groceries,North,Spring,1,0,Rainy,608,147,0,69.3,25,80.68,171,437,0,3.556
2023-03-15,S005,P0013,Groceries,North,Spring,1,0,Cloudy,461,157,466,81.16,10,80.83,144,317,0,3.201
2023-03-16,S005,P0013,Groceries,North,Spring,1,0,Cloudy,304,147,0,82.44,10,97.45,168,136,0,1.81
2023-03-17,S005,P0013,Groceries,North,Spring,0,0,Rainy,157,157,657,88.82,10,98.05,196,-39,1,0.801
2023-03-18,S005,P0013,Groceries,North,Spring,1,0,Cloudy,466,131,0,73.46,15,87.6,147,319,0,3.17
2023-03-19,S005,P0013,Groceries,North,Spring,0,0,Rainy,335,155,0,87.94,0,99.23,153,182,0,2.19
2023-03-20,S005,P0013,Groceries,North,Spring,1,0,Rainy,837,103,0,73.36,20,62.97,149,688,0,5.0
2023-03-21,S005,P0013,Groceries,North,Spring,0,0,Cloudy,734,116,0,79.48,0,71.7,102,632,0,5.0
2023-03-22,S005,P0013,Groceries,North,Spring,0,0,Sunny,618,181,0,99.36,0,97.41,179,439,0,3.453
2023-03-23,S005,P0013,Groceries,North,Spring,0,0,Cloudy,437,113,0,77.99,0,73.93,96,341,0,4.552
2023-03-24,S005,P0013,Groceries,North,Spring,0,0,Sunny,324,221,456,95.83,0,105.67,185,139,0,1.751
2023-03-25,S005,P0013,Groceries,North,Spring,0,0,Sunny,103,103,0,81.25,5,98.11,143,-40,1,0.72
2023-03-26,S005,P0013,Groceries,North,Spring,0,0,Rainy,0,0,0,73.91,10,89.05,129,-129,1,0.0
2023-03-27,S005,P0013,Groceries,North,Spring,0,0,Rainy,456,84,0,76.85,0,75.84,92,364,0,4.957
2023-03-28,S005,P0013,Groceries,North,Spring,1,0,Cloudy,372,171,626,75.81,20,84.65,180,192,0,2.067
2023-03-29,S005,P0013,Groceries,North,Spring,0,0,Cloudy,201,122,0,75.55,10,68.63,119,82,0,1.689
2023-03-30,S005,P0013,Groceries,North,Spring,0,0,Cloudy,79,38,0,67.96,0,64.42,58,21,0,1.362
2023-03-31,S005,P0013,Groceries,North,Spring,0,0,Cloudy,667,73,0,68.9,0,75.73,75,592,0,5.0
2023-04-01,S005,P0013,Groceries,North,Spring,0,0,Rainy,594,117,0,78.8,0,88.83,116,478,0,5.0
2023-04-02,S005,P0013,Groceries,North,Spring,0,0,Cloudy,477,115,0,73.88,10,87.99,129,348,0,3.698
2023-04-03,S005,P0013,Groceries,North,Spring,0,0,Rainy,362,95,0,73.58,0,63.11,79,283,0,4.582
2023-04-04,S005,P0013,Groceries,North,Spring,0,0,Cloudy,267,88,402,82.65,0,87.92,131,136,0,2.038
2023-04-05,S005,P0013,Groceries,North,Spring,1,0,Cloudy,179,104,0,80.37,15,78.79,160,19,0,1.119
2023-04-06,S005,P0013,Groceries,North,Spring,1,0,Cloudy,75,75,0,56.25,25,63.27,100,-25,1,0.75
2023-04-07,S005,P0013,Groceries,North,Spring,1,0,Cloudy,402,96,0,54.75,25,64.6,92,310,0,4.37
2023-04-08,S005,P0013,Groceries,North,Spring,0,0,Rainy,306,82,335,79.53,5,71.53,119,187,0,2.571
2023-04-09,S005,P0013,Groceries,North,Spring,1,0,Cloudy,224,130,446,73.49,20,79.72,169,55,0,1.325
2023-04-10,S005,P0013,Groceries,North,Spring,0,0,Cloudy,94,94,0,67.4,10,73.97,100,-6,1,0.94
2023-04-11,S005,P0013,Groceries,North,Spring,0,0,Rainy,335,108,0,91.49,0,83.29,149,186,0,2.248
2023-04-12,S005,P0013,Groceries,North,Spring,0,1,Rainy,673,37,0,60.88,5,73.28,56,617,0,5.0
2023-04-13,S005,P0013,Groceries,North,Spring,1,1,Cloudy,636,99,0,64.87,25,74.49,147,489,0,4.327
2023-04-14,S005,P0013,Groceries,North,Spring,0,1,Rainy,537,69,0,77.48,0,71.8,94,443,0,5.0
2023-04-15,S005,P0013,Groceries,North,Spring,0,1,Rainy,468,112,0,66.14,10,78.07,94,374,0,4.979
2023-04-16,S005,P0013,Groceries,North,Spring,0,1,Sunny,356,103,0,66.29,10,71.88,95,261,0,3.747
2023-04-17,S005,P0013,Groceries,North,Spring,0,1,Sunny,253,58,248,63.85,10,61.86,69,184,0,3.667
2023-04-18,S005,P0013,Groceries,North,Spring,0,1,Rainy,195,77,0,59.97,10,63.47,66,129,0,2.955
2023-04-19,S005,P0013,Groceries,North,Spring,1,1,Rainy,118,61,0,61.29,15,57.1,74,44,0,1.595
2023-04-20,S005,P0013,Groceries,North,Spring,1,1,Sunny,305,143,441,66.18,25,57.94,136,169,0,2.243
2023-04-21,S005,P0013,Groceries,North,Spring,1,1,Rainy,162,52,0,54.06,20,63.86,70,92,0,2.314
2023-04-22,S005,P0013,Groceries,North,Spring,0,1,Cloudy,110,52,0,64.81,0,77.31,59,51,0,1.864
2023-04-23,S005,P0013,Groceries,North,Spring,0,1,Sunny,499,118,0,72.82,5,80.57,107,392,0,4.664
2023-04-24,S005,P0013,Groceries,North,Spring,1,1,Rainy,381,78,0,64.31,20,58.22,106,275,0,3.594
2023-04-25,S005,P0013,Groceries,North,Spring,0,1,Cloudy,303,56,0,60.1,5,69.6,52,251,0,5.0
2023-04-26,S005,P0013,Groceries,North,Spring,0,1,Cloudy,247,81,330,70.83,5,83.88,98,149,0,2.52
2023-04-27,S005,P0013,Groceries,North,Spring,0,1,Cloudy,166,77,0,71.23,5,66.44,85,81,0,1.953
2023-04-28,S005,P0013,Groceries,North,Spring,1,1,Rainy,89,51,0,61.5,15,53.93,75,14,0,1.187
2023-04-29,S005,P0013,Groceries,North,Spring,0,1,Cloudy,368,32,0,62.87,0,72.14,51,317,0,5.0
2023-04-30,S005,P0013,Groceries,North,Spring,0,1,Sunny,336,49,0,59.79,10,68.23,65,271,0,5.0
2023-05-01,S005,P0013,Groceries,North,Spring,0,1,Rainy,287,56,277,72.01,5,62.4,88,199,0,3.261
2023-05-02,S005,P0013,Groceries,North,Spring,0,1,Sunny,231,57,0,75.65,0,64.63,87,144,0,2.655
2023-05-03,S005,P0013,Groceries,North,Spring,0,1,Rainy,174,14,0,58.18,0,54.47,20,154,0,5.0
2023-05-04,S005,P0013,Groceries,North,Spring,1,1,Sunny,437,94,0,66.11,15,70.22,111,326,0,3.937
2023-05-05,S005,P0013,Groceries,North,Spring,0,1,Cloudy,343,72,283,74.09,5,83.97,112,231,0,3.062
2023-05-06,S005,P0013,Groceries,North,Spring,0,1,Cloudy,271,149,0,76.81,5,84.66,124,147,0,2.185
2023-05-07,S005,P0013,Groceries,North,Spring,1,1,Sunny,122,57,0,54.35,20,61.1,71,51,0,1.718
2023-05-08,S005,P0013,Groceries,North,Spring,1,1,Cloudy,348,37,0,50.88,25,47.24,57,291,0,5.0
2023-05-09,S005,P0013,Groceries,North,Spring,1,1,Cloudy,311,156,405,74.94,10,81.73,134,177,0,2.321
2023-05-10,S005,P0013,Groceries,North,Spring,0,1,Sunny,155,54,0,60.07,10,70.43,67,88,0,2.313
2023-05-11,S005,P0013,Groceries,North,Spring,1,1,Rainy,101,84,0,63.25,15,73.15,98,3,0,1.031
2023-05-12,S005,P0013,Groceries,North,Spring,0,1,Cloudy,422,80,0,66.87,10,71.36,97,325,0,4.351
2023-05-13,S005,P0013,Groceries,North,Spring,1,0,Cloudy,342,122,361,65.3,15,72.5,108,234,0,3.167
2023-05-14,S005,P0013,Groceries,North,Spring,0,0,Rainy,220,150,0,82.07,5,81.02,129,91,0,1.705
2023-05-15,S005,P0013,Groceries,North,Spring,0,0,Sunny,70,70,509,90.69,10,77.22,184,-114,1,0.38
2023-05-16,S005,P0013,Groceries,North,Spring,0,0,Sunny,361,154,0,97.51,5,82.99,192,169,0,1.88
2023-05-17,S005,P0013,Groceries,North,Spring,1,0,Cloudy,207,162,0,74.57,15,89.31,152,55,0,1.362
2023-05-18,S005,P0013,Groceries,North,Spring,1,0,Sunny,554,157,0,70.98,20,79.5,156,398,0,3.551
2023-05-19,S005,P0013,Groceries,North,Spring,0,0,Rainy,397,52,0,59.62,5,69.08,50,347,0,5.0
2023-05-20,S005,P0013,Groceries,North,Spring,0,0,Cloudy,345,95,293,78.15,0,76.48,97,248,0,3.557
2023-05-21,S005,P0013,Groceries,North,Spring,1,0,Cloudy,250,54,0,53.88,25,59.67,87,163,0,2.874
2023-05-22,S005,P0013,Groceries,North,Spring,0,0,Cloudy,196,78,0,70.7,10,78.27,115,81,0,1.704
2023-05-23,S005,P0013,Groceries,North,Spring,0,0,Sunny,411,68,0,58.57,10,67.6,60,351,0,5.0
2023-05-24,S005,P0013,Groceries,North,Spring,0,0,Sunny,343,51,0,60.97,5,67.05,56,287,0,5.0
2023-05-25,S005,P0013,Groceries,North,Spring,0,0,Rainy,292,113,509,80.25,10,95.41,158,134,0,1.848
2023-05-26,S005,P0013,Groceries,North,Spring,0,0,Sunny,179,148,0,81.67,0,87.97,127,52,0,1.409
2023-05-27,S005,P0013,Groceries,North,Spring,1,0,Rainy,31,31,0,69.2,15,63.52,110,-79,1,0.282
2023-05-28,S005,P0013,Groceries,North,Spring,0,0,Cloudy,509,99,0,67.8,5,73.99,85,424,0,5.0
2023-05-29,S005,P0013,Groceries,North,Spring,0,0,Cloudy,410,103,0,79.88,0,67.94,104,306,0,3.942
2023-05-30,S005,P0013,Groceries,North,Spring,0,0,Cloudy,307,145,407,80.29,5,92.97,139,168,0,2.209
2023-05-31,S005,P0013,Groceries,North,Spring,0,0,Rainy,162,54,0,59.4,10,70.16,64,98,0,2.531
2023-06-01,S005,P0013,Groceries,North,Summer,1,0,Rainy,108,108,475,75.94,20,67.09,162,-54,1,0.667
2023-06-02,S005,P0013,Groceries,North,Summer,0,0,Rainy,407,161,0,88.93,10,88.25,177,230,0,2.299
2023-06-03,S005,P0013,Groceries,North,Summer,0,0,Rainy,246,66,0,58.27,10,64.71,58,188,0,4.241
2023-06-04,S005,P0013,Groceries,North,Summer,1,0,Sunny,655,137,0,92.99,10,90.48,194,461,0,3.376
2023-06-05,S005,P0013,Groceries,North,Summer,0,0,Cloudy,518,119,446,84.07,5,90.55,155,363,0,3.342
2023-06-06,S005,P0013,Groceries,North,Summer,1,0,Sunny,399,82,0,57.97,25,68.12,109,290,0,3.661
2023-06-07,S005,P0013,Groceries,North,Summer,1,0,Cloudy,317,220,0,72.05,25,82.26,186,131,0,1.704
2023-06-08,S005,P0013,Groceries,North,Summer,0,0,Cloudy,543,155,0,81.37,10,81.21,144,399,0,3.771
2023-06-09,S005,P0013,Groceries,North,Summer,1,0,Sunny,388,151,636,88.33,15,100.61,218,170,0,1.78
2023-06-10,S005,P0013,Groceries,North,Summer,1,0,Rainy,237,145,0,73.89,25,67.7,176,61,0,1.347
2023-06-11,S005,P0013,Groceries,North,Summer,1,0,Sunny,92,92,1101,112.54,20,99.59,338,-246,1,0.272
2023-06-12,S005,P0013,Groceries,North,Summer,0,0,Cloudy,636,230,0,103.51,0,88.83,195,441,0,3.262
2023-06-13,S005,P0013,Groceries,North,Summer,0,0,Sunny,406,91,0,77.34,0,66.49,94,312,0,4.319
2023-06-14,S005,P0013,Groceries,North,Summer,1,0,Sunny,1416,139,0,81.25,10,94.26,162,1254,0,5.0
2023-06-15,S005,P0013,Groceries,North,Summer,0,0,Cloudy,1277,94,0,74.12,10,78.05,130,1147,0,5.0
2023-06-16,S005,P0013,Groceries,North,Summer,0,0,Cloudy,1183,105,0,92.9,0,99.85,173,1010,0,5.0
2023-06-17,S005,P0013,Groceries,North,Summer,0,0,Rainy,1078,187,0,93.88,0,101.89,177,901,0,5.0
2023-06-18,S005,P0013,Groceries,North,Summer,0,0,Cloudy,891,229,0,109.57,5,103.71,241,650,0,3.697
2023-06-19,S005,P0013,Groceries,North,Summer,0,0,Sunny,662,100,0,80.39,10,94.66,158,504,0,4.19
2023-06-20,S005,P0013,Groceries,North,Summer,0,0,Sunny,562,160,0,83.11,5,87.73,151,411,0,3.722
2023-06-21,S005,P0013,Groceries,North,Summer,0,0,Rainy,402,110,442,86.93,0,82.13,131,271,0,3.069
2023-06-22,S005,P0013,Groceries,North,Summer,0,0,Cloudy,292,99,0,87.78,0,78.72,134,158,0,2.179
2023-06-23,S005,P0013,Groceries,North,Summer,1,0,Rainy,193,193,749,85.58,25,81.24,236,-43,1,0.818
2023-06-24,S005,P0013,Groceries,North,Summer,0,0,Rainy,442,43,0,59.57,10,65.05,64,378,0,5.0
2023-06-25,S005,P0013,Groceries,North,Summer,0,0,Rainy,399,111,0,74.47,0,86.74,98,301,0,4.071
2023-06-26,S005,P0013,Groceries,North,Summer,1,0,Sunny,1037,119,0,82.11,15,75.19,168,869,0,5.0
2023-06-27,S005,P0013,Groceries,North,Summer,0,0,Rainy,918,113,0,81.36,0,77.14,109,809,0,5.0
2023-06-28,S005,P0013,Groceries,North,Summer,0,0,Sunny,805,73,0,72.18,10,86.69,121,684,0,5.0
2023-06-29,S005,P0013,Groceries,North,Summer,0,0,Sunny,732,201,0,103.73,0,90.3,196,536,0,3.735
2023-06-30,S005,P0013,Groceries,North,Summer,0,0,Rainy,531,82,0,72.63,5,77.93,106,425,0,5.0
2023-07-01,S005,P0013,Groceries,North,Summer,0,0,Rainy,449,68,0,59.63,10,66.47,65,384,0,5.0
2023-07-02,S005,P0013,Groceries,North,Summer,0,0,Sunny,381,130,304,80.44,0,92.54,122,259,0,3.123
2023-07-03,S005,P0013,Groceries,North,Summer,1,0,Sunny,251,121,0,71.48,10,75.27,118,133,0,2.127
2023-07-04,S005,P0013,Groceries,North,Summer,1,0,Cloudy,130,130,470,81.1,15,98.06,183,-53,1,0.71
2023-07-05,S005,P0013,Groceries,North,Summer,0,0,Cloudy,304,197,0,98.21,0,109.9,194,110,0,1.567
2023-07-06,S005,P0013,Groceries,North,Summer,0,0,Rainy,107,107,0,77.14,5,70.31,109,-2,1,0.982
2023-07-07,S005,P0013,Groceries,North,Summer,0,0,Cloudy,470,145,0,86.07,0,83.09,128,342,0,3.672
2023-07-08,S005,P0013,Groceries,North,Summer,0,0,Sunny,325,82,239,64.79,10,76.52,88,237,0,3.693
2023-07-09,S005,P0013,Groceries,North,Summer,1,0,Sunny,243,191,803,88.24,20,105.2,244,-1,1,0.996
2023-07-10,S005,P0013,Groceries,North,Summer,1,0,Cloudy,52,52,0,65.99,25,64.01,135,-83,1,0.385
2023-07-11,S005,P0013,Groceries,North,Summer,1,0,Rainy,239,172,0,69.69,25,63.31,154,85,0,1.552
2023-07-12,S005,P0013,Groceries,North,Summer,0,0,Sunny,870,108,0,79.14,10,88.49,153,717,0,5.0
2023-07-13,S005,P0013,Groceries,North,Summer,1,0,Rainy,762,89,0,67.61,15,59.54,102,660,0,5.0
2023-07-14,S005,P0013,Groceries,North,Summer,0,0,Cloudy,673,196,0,84.66,10,95.28,178,495,0,3.781
2023-07-15,S005,P0013,Groceries,North,Summer,0,0,Rainy,477,140,431,87.15,5,83.73,150,327,0,3.18
2023-07-16,S005,P0013,Groceries,North,Summer,0,0,Rainy,337,207,0,90.38,5,108.55,182,155,0,1.852
2023-07-17,S005,P0013,Groceries,North,Summer,0,0,Cloudy,130,90,0,77.8,5,71.5,112,18,0,1.161
2023-07-18,S005,P0013,Groceries,North,Summer,0,0,Rainy,471,71,0,66.05,0,76.97,64,407,0,5.0
2023-07-19,S005,P0013,Groceries,North,Summer,1,0,Rainy,400,83,0,64.09,20,56.66,105,295,0,3.81
